Ground Truth File,OCR File,Missing Percentage,Changed Percentage
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter85.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter85.txt,1.41%,22.22%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter42.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter42.txt,1.88%,4.76%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter36.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter36.txt,2.20%,3.33%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter87.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter87.txt,1.57%,6.90%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter70.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter70.txt,1.50%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter41.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter41.txt,1.70%,3.57%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter134.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter134.txt,1.73%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter97.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter97.txt,0.41%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter39.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter39.txt,2.33%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter83.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter83.txt,2.72%,25.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter9.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter9.txt,1.52%,7.14%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter63.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter63.txt,1.89%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter69.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter69.txt,2.08%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter132.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter132.txt,2.15%,3.70%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter55.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter55.txt,1.22%,10.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter73.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter73.txt,1.53%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter80.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter80.txt,3.01%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter93.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter93.txt,1.31%,30.77%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter103.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter103.txt,2.82%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter135.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter135.txt,1.64%,1.67%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter16.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter16.txt,1.31%,10.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter130.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter130.txt,1.79%,11.11%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter56.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter56.txt,1.68%,25.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter38.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter38.txt,3.32%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter25.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter25.txt,1.07%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter88.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter88.txt,1.77%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter125.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter125.txt,0.73%,33.33%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter86.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter86.txt,1.84%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter21.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter21.txt,3.18%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter133.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter133.txt,1.46%,2.86%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter34.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter34.txt,1.46%,11.76%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter18.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter18.txt,1.56%,37.50%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter118.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter118.txt,1.69%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter7.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter7.txt,2.65%,16.67%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter100.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter100.txt,1.96%,2.56%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter4.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter4.txt,1.89%,9.52%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter95.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter95.txt,1.81%,18.75%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter71.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter71.txt,3.04%,5.71%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter65.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter65.txt,2.53%,6.25%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter123.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter123.txt,1.75%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter104.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter104.txt,1.84%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter14.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter14.txt,3.05%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter57.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter57.txt,2.22%,7.32%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter110.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter110.txt,1.84%,11.11%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter124.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter124.txt,2.18%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter107.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter107.txt,2.03%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter81.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter81.txt,1.54%,7.27%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter126.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter126.txt,1.26%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter6.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter6.txt,2.59%,7.69%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter127.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter127.txt,4.17%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter3.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter3.txt,1.45%,10.42%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter8.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter8.txt,2.32%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter46.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter46.txt,2.12%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter101.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter101.txt,1.37%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter23.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter23.txt,1.65%,33.33%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter79.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter79.txt,2.26%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter50.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter50.txt,2.58%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter92.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter92.txt,3.51%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter131.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter131.txt,2.38%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter91.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter91.txt,1.09%,7.69%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter5.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter5.txt,2.44%,16.67%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter76.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter76.txt,1.27%,25.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter75.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter75.txt,1.39%,11.11%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter84.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter84.txt,1.74%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter94.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter94.txt,2.46%,7.69%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter105.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter105.txt,1.10%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter40.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter40.txt,2.91%,3.03%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter89.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter89.txt,1.43%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter102.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter102.txt,2.16%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter111.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter111.txt,1.67%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter17.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter17.txt,1.15%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter43.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter43.txt,3.36%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter74.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter74.txt,1.29%,23.08%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter67.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter67.txt,1.37%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter122.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter122.txt,2.00%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter26.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter26.txt,1.06%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter60.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter60.txt,2.20%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Epilogue.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Epilogue.txt,1.87%,33.33%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter19.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter19.txt,1.67%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter116.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter116.txt,3.32%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter30.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter30.txt,2.75%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter99.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter99.txt,1.41%,17.65%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter24.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter24.txt,1.15%,6.72%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter15.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter15.txt,2.03%,22.22%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter58.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter58.txt,1.98%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter33.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter33.txt,1.35%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter121.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter121.txt,2.75%,12.50%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter72.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter72.txt,1.91%,6.67%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter78.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter78.txt,1.78%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter51.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter51.txt,2.73%,10.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter45.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter45.txt,2.09%,5.88%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter32.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter32.txt,1.82%,8.70%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter2.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter2.txt,1.55%,6.25%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter77.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter77.txt,2.83%,11.11%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter53.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter53.txt,1.62%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter68.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter68.txt,1.76%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter13.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter13.txt,0.95%,12.50%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter48.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter48.txt,1.41%,9.38%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter129.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter129.txt,1.39%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter128.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter128.txt,1.67%,6.25%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter37.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter37.txt,2.20%,16.67%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter49.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter49.txt,1.20%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter31.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter31.txt,1.89%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter106.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter106.txt,1.52%,42.86%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter28.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter28.txt,3.08%,4.55%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter29.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter29.txt,1.85%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter47.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter47.txt,2.07%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter1.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter1.txt,1.32%,10.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter108.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter108.txt,1.23%,6.67%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter120.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter120.txt,3.91%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter20.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter20.txt,0.87%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter115.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter115.txt,1.37%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter109.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter109.txt,1.33%,11.11%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter82.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestPhi3VTranscriptions/Chapter82.txt,1.57%,0.00%
