Ground Truth File,OCR File,Missing Percentage,Changed Percentage
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter36.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter36.txt,1.41%,6.25%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter87.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter87.txt,1.33%,13.64%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter70.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter70.txt,1.04%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter41.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter41.txt,0.98%,11.76%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter134.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter134.txt,1.39%,10.81%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter97.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter97.txt,0.83%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter39.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter39.txt,3.88%,22.22%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter83.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter83.txt,1.17%,40.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter9.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter9.txt,1.43%,11.11%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter63.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter63.txt,2.52%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter69.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter69.txt,2.31%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter132.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter132.txt,1.71%,11.76%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter55.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter55.txt,1.01%,25.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter73.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter73.txt,1.30%,12.50%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter80.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter80.txt,1.56%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter93.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter93.txt,1.12%,33.33%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter103.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter103.txt,1.08%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter135.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter135.txt,1.24%,5.13%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter16.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter16.txt,1.14%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter130.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter130.txt,1.61%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter56.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter56.txt,0.77%,33.33%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter38.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter38.txt,2.81%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter25.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter25.txt,1.07%,50.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter88.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter88.txt,1.35%,16.67%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter125.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter125.txt,1.19%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter86.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter86.txt,0.92%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter21.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter21.txt,1.12%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter133.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter133.txt,1.32%,6.67%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter34.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter34.txt,1.37%,18.18%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter18.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter18.txt,1.26%,50.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter118.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter118.txt,1.47%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter7.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter7.txt,2.65%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter100.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter100.txt,1.70%,3.70%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter4.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter4.txt,1.82%,21.43%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter95.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter95.txt,1.81%,13.79%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter71.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter71.txt,1.52%,11.76%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter65.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter65.txt,1.32%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter123.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter123.txt,2.26%,12.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter104.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter104.txt,1.34%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter14.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter14.txt,1.59%,12.50%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter57.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter57.txt,1.80%,40.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter110.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter110.txt,1.17%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter124.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter124.txt,1.00%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter107.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter107.txt,1.55%,42.86%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter81.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter81.txt,1.12%,14.81%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter126.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter126.txt,1.55%,44.44%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter6.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter6.txt,1.73%,10.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter127.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter127.txt,2.59%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter3.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter3.txt,1.18%,27.59%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter8.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter8.txt,2.22%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter46.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter46.txt,1.31%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter101.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter101.txt,0.86%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter23.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter23.txt,2.47%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter79.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter79.txt,1.40%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter50.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter50.txt,1.09%,16.67%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter92.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter92.txt,1.55%,50.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter131.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter131.txt,3.33%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter91.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter91.txt,1.21%,36.36%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter5.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter5.txt,1.63%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter76.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter76.txt,1.27%,33.33%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter75.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter75.txt,0.65%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter84.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter84.txt,1.74%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter94.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter94.txt,1.19%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter105.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter105.txt,1.03%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter40.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter40.txt,2.45%,21.74%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter89.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter89.txt,0.93%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter102.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter102.txt,1.57%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter111.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter111.txt,0.72%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter17.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter17.txt,1.20%,15.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter43.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter43.txt,2.01%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter74.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter74.txt,1.29%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter67.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter67.txt,0.96%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter122.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter122.txt,2.00%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter26.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter26.txt,1.06%,33.33%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter60.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter60.txt,1.72%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Epilogue.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Epilogue.txt,2.62%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter19.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter19.txt,1.42%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter116.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter116.txt,1.56%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter30.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter30.txt,2.41%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter99.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter99.txt,1.70%,21.43%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter24.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter24.txt,1.09%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter15.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter15.txt,1.44%,28.57%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter58.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter58.txt,0.89%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter33.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter33.txt,1.45%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter121.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter121.txt,2.10%,33.33%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter72.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter72.txt,1.48%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter78.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter78.txt,1.16%,12.50%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter51.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter51.txt,0.93%,10.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter45.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter45.txt,0.91%,27.27%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter32.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter32.txt,1.96%,12.20%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter2.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter2.txt,1.48%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter77.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter77.txt,1.26%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter53.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter53.txt,1.68%,8.33%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter68.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter68.txt,0.75%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter13.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter13.txt,1.43%,23.53%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter48.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter48.txt,1.28%,23.81%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter129.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter129.txt,1.74%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter128.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter128.txt,1.60%,8.33%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter37.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter37.txt,1.60%,25.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter49.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter49.txt,0.84%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter31.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter31.txt,1.65%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter106.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter106.txt,0.76%,50.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter28.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter28.txt,0.93%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter29.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter29.txt,1.43%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter47.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter47.txt,1.42%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter1.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter1.txt,1.28%,14.29%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter108.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter108.txt,1.81%,15.38%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter120.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter120.txt,3.91%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter20.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter20.txt,0.65%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter115.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter115.txt,1.03%,0.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter109.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter109.txt,1.77%,12.50%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter82.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter82.txt,0.78%,20.00%
/home/darshewskijadmin@consilio.com/ExperimentalLLMs/MobyDickTranscriptions/Chapter114.txt,/home/darshewskijadmin@consilio.com/ExperimentalLLMs/TestTesseractTranscriptions/Chapter114.txt,2.20%,42.86%
